"Directory","File","Pages"
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Armillotta","armillotta_2021_EssaysDiscreteValued.pdf",120
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Armillotta","armillotta_2022_ObservationdrivenModelsDiscretevalued.pdf",41
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Armstrong","armstrong_2021_DynamicsSleepSedentary.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Arns","arns_2021_ReviewIdentificationManagement.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Arp","arp_2015_BuildingOntologiesBasic.pdf",245
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Arridge","arridge_2018_VariationalGaussianApproximation.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Arslan","arslan_2020_FormrStudyFramework.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ashley","ashley_2013_ScienceSexualOrientation.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Asparouhov","asparouhov_2018_DynamicStructuralEquation.pdf",30
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Aspers","aspers_2019_WhatQualitativeQualitative.pdf",22
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Aspvall","aspvall_2020_ValidityClinicalUtility.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Auger-Méthé","auger-methe_2021_GuideStateSpace.pdf",38
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Auger-Méthé","auger-methe_2021_GuideStatespaceModeling.pdf",71
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Auger","auger_2020_CircadianRhythmSleepWake.pdf",251
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Austin","austin_2009_BalanceDiagnosticsComparing.pdf",25
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Axenfeld","axenfeld_2022_SplitQuestionnaireDesigns.pdf",27
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Axler","axler_2024_LinearAlgebraDone.pdf",408
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ayers","ayers_2013_SeasonalitySeekingMental.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Baehr","baehr_2000_IndividualDifferencesPhase.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Baer","baer_2010_HandbookClinicalRating.pdf",333
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bailey","bailey_2016_SexualOrientationControversy.pdf",57
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bailey","bailey_2023_IllusoryTraitsWrong.pdf",41
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Baillie","baillie_1984_TimeSeriesAnalysis.pdf",2
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Balan","balan_2024_UseAutomatedConversational.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Balcombe","balcombe_2023_AIChatbotsDigital.pdf",16
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Baldwin","baldwin_2016_StatisticalModelsMultilevel.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Ballard","ballard_2021_IntegratedApproachTesting.pdf",34
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Baltes","baltes_2016_LifespanDevelopmentalPsychology.pdf",285
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bandyopadhyay","bandyopadhyay_2011_PhilosophyStatistics.pdf",1253
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bandyopadhyay","bandyopadhyay_2016_BeliefEvidenceUncertainty.pdf",180
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Banse","banse_2024_FederatedLearningDifferential.pdf",4
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bao","bao_2016_FiniteSampleBiasConditional.pdf",39
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Barker","barker_1990_DisaggregationEconometricModelling.pdf",363
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Barkham","barkham_2021_BerginGarfieldHandbook.pdf",851
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Barlow","barlow_1974_PlasmaTestosteroneLevels.pdf",5
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Barlow","barlow_2021_ClinicalHandbookPsychological.pdf",843
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bartko","bartko_1966_IntraclassCorrelationCoefficient.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bartoli","bartoli_2008_ContinuingDepolarizeDebate.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bartolucci","bartolucci_2017_LMestPackageLatent.pdf",38
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Barton","barton_1994_ChaosSelforganizationPsychology.pdf",10
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Basu","basu_2015_RegularizedEstimationSparse.pdf",35
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bates","bates_2015_FittingLinearMixedEffects.pdf",48
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Batschelet","batschelet_1981_CircularStatisticsBiology.pdf",396
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bauwens","bauwens_2015_AutoregressiveMovingAverage.pdf",48
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beal","beal_2003_MethodsEcologicalMomentary.pdf",25
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beal","beal_2006_EpisodicProcessesEmotional.pdf",13
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beal","beal_2011_StabilityChangeStability.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beck","beck_1995_WhatNotTimeSeries.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bekker","bekker_2022_GeneralizedSkewSymmetricCircular.pdf",26
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Belgrave","belgrave_2019_GroundedTheoryMethodology.pdf",18
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bell","bell_2015_ExplainingFixedEffects.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bell","bell_2019_FixedRandomEffects.pdf",24
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Benedetti","benedetti_2003_InfluenceCLOCKGene.pdf",4
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Benedetti","benedetti_2015_EffectsIntrinsicExtrinsic.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bennett","bennett_2017_AdvancingHumanAssessment.pdf",717
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beran","beran_2022_LongRangeDependenceDirectional.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Beran","beran_2022_NonparametricRegressionBivariate.pdf",24
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berbeglia","berbeglia_2023_GeneralizedStochasticPreference.pdf",51
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berchtold","berchtold_1995_AutoregressiveModellingMarkov.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berchtold","berchtold_1999_DoubleChainMarkov.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berchtold","berchtold_2002_HighorderExtensionsDouble.pdf",37
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bergeman","bergeman_2014_TraitStressResistance.pdf",23
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bergeman","bergeman_2021_DynamicSystemsContextual.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berkhout","berkhout_2024_LetSleepingDogs.pdf",50
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berry","berry_1993_UnderstandingRegressionAssumptions.pdf",102
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Berry","berry_2020_BayesianForecastingMany.pdf",17
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Betancourt","betancourt_2018_ConceptualIntroductionHamiltonian.pdf",60
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bhattacharya","bhattacharya_2009_BayesianAnalysisSemiparametric.pdf",33
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bien","bien_2016_SimulatorEngineStreamline.pdf",20
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Billah","billah_2005_EmpiricalInformationCriteria.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Billingsley","billingsley_2013_ConvergenceProbabilityMeasures.pdf",287
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Billington","billington_2019_ReadingMentalHealth.pdf",459
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Binder","binder_2022_TimeofdayDayofweekVariations.pdf",21
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Binkyte-Sadauskiene","binkyte-sadauskiene_2023_AdvancingEthicalAI.pdf",236
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Birge","birge_2011_IntroductionStochasticProgramming.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Birkeland","birkeland_2017_GenderDifferencesPosttraumatic.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Biswas","biswas_2009_DiscretevaluedARMAProcesses.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Biswas","biswas_2009_TimeSeriesAnalysis.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Biswas","biswas_2009_TimeSeriesCategorical.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Black","black_2014_DSM5GuidebookEssential.pdf",568
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Black","black_2014_IntroductoryTextbookPsychiatry.pdf",779
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Black","black_2018_PocketGuidePsychiatric.pdf",402
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Blackwell","blackwell_2014_SelectionBiasApproach.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Blanchard","blanchard_2020_ComparisonTwoMethods.pdf",4
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Blankstein","blankstein_1980_AssessmentModificationEmotional.pdf",229
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Blume","blume_2016_NparACTPackageFree.pdf",6
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Boateng","boateng_2018_BestPracticesDeveloping.pdf",18
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Böckenholt","bockenholt_1999_AnalyzingMultipleEmotions.pdf",9
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Böckenholt","bockenholt_2003_AnalysingStateDependences.pdf",14
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Boivin","boivin_1997_ComplexInteractionSleepWake 2.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Boivin","boivin_1997_ComplexInteractionSleepWake.pdf",8
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Boker","boker_2011_OpenMxOpenSource.pdf",12
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Boker","boker_2018_ConversationTheoryMethods.pdf",15
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bolger","bolger_1989_EffectsDailyStress.pdf",11
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bolger","bolger_2003_DiaryMethodsCapturing.pdf",41
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bolger","bolger_2013_IntensiveLongitudinalMethods.pdf",274
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bollen","bollen_2013_EightMythsCausality.pdf",28
"/Users/Haqiq001/Library/CloudStorage/OneDrive-Personal/UU/uu-vault/Zotero-library/PDFs/Bommasani","bommasani_2022_OpportunitiesRisksFoundation.pdf",214
